名称,类别,区域,板块,地址,房型,面积,总价,朝向
整租·凤凰城青年汇 2室1厅 南/北,婺城区-江北-凤凰城青年汇/67.00㎡/南北/2室1厅1卫/中楼层（11层）,婺城区,江北,凤凰城青年汇,2室1厅1卫,67,1700,南北
整租·当代江南 2室2厅 南,婺城区-江南-当代江南/108.00㎡/南/2室2厅1卫/高楼层（15层）,婺城区,江南,当代江南,2室2厅1卫,108,2300,南
整租·宝龙公寓 1室0厅 南,永康市-永康市-宝龙公寓/37.00㎡/南/1室0厅1卫/中楼层（24层）,永康市,永康市,宝龙公寓,1室0厅1卫,37,1800,南
整租·金山华庭 2室2厅 南,金东区-金东区-金山华庭/79.00㎡/南/2室2厅1卫/低楼层（27层）,金东区,金东区,金山华庭,2室2厅1卫,79,1700,南
整租·星月嘉园 3室1厅 南/北,永康市-永康市-星月嘉园/100.00㎡/南北/3室1厅1卫/低楼层（33层）,永康市,永康市,星月嘉园,3室1厅1卫,100,2100,南北
整租·意谐缤虹星城 3室2厅 南/北,婺城区-婺城新区-意谐缤虹星城/89.00㎡/南北/3室2厅1卫/中楼层（28层）,婺城区,婺城新区,意谐缤虹星城,3室2厅1卫,89,1500,南北
整租·紫薇国际广场 1室1厅 北,永康市-永康市-紫薇国际广场/37.00㎡/北/1室1厅1卫/中楼层（15层）,永康市,永康市,紫薇国际广场,1室1厅1卫,37,1400,北
整租·丹景苑 3室2厅 南,金东区-金东区-丹景苑/135.00㎡/南/3室2厅2卫/低楼层（26层）,金东区,金东区,丹景苑,3室2厅2卫,135,4500,南
整租·田里小区 1室1厅 南,婺城区-江北-田里小区/50.00㎡/南/1室1厅1卫/高楼层（16层）,婺城区,江北,田里小区,1室1厅1卫,50,2000,南
整租·田里小区 3室2厅 南,婺城区-江北-田里小区/112.00㎡/南/3室2厅2卫/高楼层（13层）,婺城区,江北,田里小区,3室2厅2卫,112,3000,南
整租·香格里花园西区 3室2厅 南,婺城区-江南-香格里花园西区/139.00㎡/南/3室2厅2卫/中楼层（6层）,婺城区,江南,香格里花园西区,3室2厅2卫,139,3000,南
整租·新纪元香郡花园 3室2厅 南,婺城区-湖海塘-新纪元香郡花园/89.00㎡/南/3室2厅2卫/低楼层（11层）,婺城区,湖海塘,新纪元香郡花园,3室2厅2卫,89,3500,南
整租·凤凰城青年汇 1室1厅 南,婺城区-江北-凤凰城青年汇/67.00㎡/南/1室1厅1卫/中楼层（11层）,婺城区,江北,凤凰城青年汇,1室1厅1卫,67,1800,南
整租·保利·天汇 4室2厅 南,婺城区-江北-保利·天汇/143.00㎡/南/4室2厅2卫/中楼层（16层）,婺城区,江北,保利·天汇,4室2厅2卫,143,5000,南
整租·江南悦府 3室2厅 南,婺城区-江南-江南悦府/89.00㎡/南/3室2厅1卫/高楼层（18层）,婺城区,江南,江南悦府,3室2厅1卫,89,2900,南
整租·申华大厦 1室1厅 南,婺城区-江南-申华大厦/56.00㎡/南/1室1厅1卫/中楼层（30层）,婺城区,江南,申华大厦,1室1厅1卫,56,1600,南
整租·奥克斯中央御府 3室2厅 南,婺城区-江南-奥克斯中央御府/89.00㎡/南/3室2厅1卫/低楼层（8层）,婺城区,江南,奥克斯中央御府,3室2厅1卫,89,2600,南
整租·金华万达广场SOHO 2室1厅 南,金东区-金东区-金华万达广场SOHO/60.00㎡/南/2室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,2室1厅1卫,60,2000,南
整租·新都会 2室2厅 南,婺城区-江南-新都会/110.00㎡/南/2室2厅1卫/中楼层（33层）,婺城区,江南,新都会,2室2厅1卫,110,2600,南
整租·福莲汇 1室1厅 南,婺城区-江北-福莲汇/52.00㎡/南/1室1厅1卫/高楼层（20层）,婺城区,江北,福莲汇,1室1厅1卫,52,1300,南
整租·兰桂院A区 3室2厅 南,婺城区-湖海塘-兰桂院A区/120.00㎡/南/3室2厅1卫/高楼层（16层）,婺城区,湖海塘,兰桂院A区,3室2厅1卫,120,2600,南
整租·新世纪大厦 1室1厅 南,婺城区-江南-新世纪大厦/42.00㎡/南/1室1厅1卫/高楼层（12层）,婺城区,江南,新世纪大厦,1室1厅1卫,42,1180,南
整租·长丰新城 3室2厅 南,金东区-金东区-长丰新城/100.00㎡/南/3室2厅1卫/中楼层（29层）,金东区,金东区,长丰新城,3室2厅1卫,100,2000,南
整租·红星金义天铂 3室2厅 南,金东区-金义都市新区-红星金义天铂/89.00㎡/南/3室2厅1卫/中楼层（27层）,金东区,金义都市新区,红星金义天铂,3室2厅1卫,89,2000,南
整租·长丰新城 2室1厅 南,金东区-金东区-长丰新城/70.00㎡/南/2室1厅1卫/高楼层（29层）,金东区,金东区,长丰新城,2室1厅1卫,70,1600,南
整租·星汇源著花园 4室2厅 南,金东区-金东区-星汇源著花园/115.00㎡/南/4室2厅2卫/中楼层（11层）,金东区,金东区,星汇源著花园,4室2厅2卫,115,3500,南
整租·保亿湖风雅园 3室2厅 南,婺城区-湖海塘-保亿湖风雅园/89.00㎡/南/3室2厅2卫/中楼层（11层）,婺城区,湖海塘,保亿湖风雅园,3室2厅2卫,89,2800,南
整租·中天·云庭小区 4室2厅 南/北,金东区-金东区-中天·云庭小区/126.00㎡/南北/4室2厅2卫/高楼层（16层）,金东区,金东区,中天·云庭小区,4室2厅2卫,126,2700,南北
整租·碧桂园•湖境佳苑 4室2厅 南,金东区-金东区-碧桂园•湖境佳苑/120.00㎡/南/4室2厅2卫/高楼层（18层）,金东区,金东区,碧桂园•湖境佳苑,4室2厅2卫,120,2800,南
整租·保集外滩 3室2厅 南,金东区-金东区-保集外滩/89.00㎡/南/3室2厅1卫/高楼层（11层）,金东区,金东区,保集外滩,3室2厅1卫,89,2500,南
整租·保亿·天润华府 3室2厅 南/北,婺城区-秋滨工业区-保亿·天润华府/89.00㎡/南北/3室2厅1卫/低楼层（11层）,婺城区,秋滨工业区,保亿·天润华府,3室2厅1卫,89,3200,南北
整租·铂瑞花园北区 1室1厅 南/北,婺城区-婺城新区-铂瑞花园北区/41.00㎡/南北/1室1厅1卫/低楼层（25层）,婺城区,婺城新区,铂瑞花园北区,1室1厅1卫,41,1500,南北
整租·新都会 3室2厅 南,婺城区-江南-新都会/143.00㎡/南/3室2厅2卫/中楼层（21层）,婺城区,江南,新都会,3室2厅2卫,143,3800,南
整租·海伦堡珺玥府 2室2厅 南,金东区-金义都市新区-海伦堡珺玥府/88.00㎡/南/2室2厅1卫/低楼层（16层）,金东区,金义都市新区,海伦堡珺玥府,2室2厅1卫,88,1900,南
整租·聚佳鑫湖畔 2室2厅 南,金东区-金东区-聚佳鑫湖畔/87.00㎡/南/2室2厅2卫/高楼层（16层）,金东区,金东区,聚佳鑫湖畔,2室2厅2卫,87,600,南
整租·新城云昱 3室2厅 南,金东区-金义都市新区-新城云昱/113.00㎡/南/3室2厅2卫/中楼层（18层）,金东区,金义都市新区,新城云昱,3室2厅2卫,113,2500,南
整租·聚佳鑫湖畔 3室2厅 南,金东区-金东区-聚佳鑫湖畔/142.18㎡/南/3室2厅2卫/中楼层（17层）,金东区,金东区,聚佳鑫湖畔,3室2厅2卫,142,833,南
整租·桂花城酒店公寓 1室1厅 南,婺城区-江南-桂花城酒店公寓/34.00㎡/南/1室1厅1卫/高楼层（11层）,婺城区,江南,桂花城酒店公寓,1室1厅1卫,34,1200,南
整租·嘉华佳园 3室2厅 南,金东区-金东区-嘉华佳园/130.00㎡/南/3室2厅2卫/中楼层（7层）,金东区,金东区,嘉华佳园,3室2厅2卫,130,2200,南
整租·永乐苑 1室1厅 南,婺城区-江南-永乐苑/43.00㎡/南/1室1厅1卫/中楼层（17层）,婺城区,江南,永乐苑,1室1厅1卫,43,1200,南
整租·中梁首府 1室1厅 南,婺城区-江南-中梁首府/40.00㎡/南/1室1厅1卫/中楼层（12层）,婺城区,江南,中梁首府,1室1厅1卫,40,2000,南
整租·长丰新城 3室2厅 南/北,金东区-金东区-长丰新城/135.00㎡/南北/3室2厅2卫/高楼层（29层）,金东区,金东区,长丰新城,3室2厅2卫,135,2500,南北
整租·红星金义天铂 3室2厅 南,金东区-金义都市新区-红星金义天铂/105.00㎡/南/3室2厅2卫/中楼层（17层）,金东区,金义都市新区,红星金义天铂,3室2厅2卫,105,2500,南
整租·桂花城酒店公寓 1室1厅 南,婺城区-江南-桂花城酒店公寓/41.00㎡/南/1室1厅1卫/中楼层（11层）,婺城区,江南,桂花城酒店公寓,1室1厅1卫,41,1200,南
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/49.00㎡/南/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,49,1300,南
整租·东方国际财富双塔 1室1厅 南,婺城区-江北-东方国际财富双塔/38.80㎡/南/1室1厅1卫/中楼层（31层）,婺城区,江北,东方国际财富双塔,1室1厅1卫,38,1600,南
整租·诚信一区 1室0厅 东南/南,义乌市-稠城-诚信一区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,稠城,诚信一区,1室0厅1卫,30,1380,东南南
整租·凤凰一品 2室2厅 南,婺城区-江北-凤凰一品/106.00㎡/南/2室2厅1卫/高楼层（11层）,婺城区,江北,凤凰一品,2室2厅1卫,106,3200,南
整租·都市e站 1室1厅 南,婺城区-江南-都市e站/31.00㎡/南/1室1厅1卫/高楼层（15层）,婺城区,江南,都市e站,1室1厅1卫,31,800,南
整租·铂凯花园 4室2厅 南,金东区-金东区-铂凯花园/96.00㎡/南/4室2厅2卫/中楼层（11层）,金东区,金东区,铂凯花园,4室2厅2卫,96,1600,南
整租·凯得国际 2室2厅 南,婺城区-婺城新区-凯得国际/90.00㎡/南/2室2厅1卫/高楼层（10层）,婺城区,婺城新区,凯得国际,2室2厅1卫,90,2500,南
整租·中天公元诚品 3室2厅 南,金东区-金东区-中天公元诚品/89.00㎡/南/3室2厅2卫/高楼层（17层）,金东区,金东区,中天公元诚品,3室2厅2卫,89,2000,南
整租·兰桂院A区 3室2厅 南,婺城区-湖海塘-兰桂院A区/115.00㎡/南/3室2厅1卫/中楼层（11层）,婺城区,湖海塘,兰桂院A区,3室2厅1卫,115,2600,南
整租·申华大厦 2室2厅 南,婺城区-江南-申华大厦/56.00㎡/南/2室2厅1卫/高楼层（30层）,婺城区,江南,申华大厦,2室2厅1卫,56,1700,南
整租·保利大国璟 3室2厅 南,婺城区-江北-保利大国璟/120.00㎡/南/3室2厅2卫/中楼层（24层）,婺城区,江北,保利大国璟,3室2厅2卫,120,4400,南
整租·铂凯花园 3室2厅 南,金东区-金东区-铂凯花园/77.00㎡/南/3室2厅1卫/中楼层（11层）,金东区,金东区,铂凯花园,3室2厅1卫,77,2300,南
整租·铂瑞花园北区 1室1厅 南/北,婺城区-婺城新区-铂瑞花园北区/40.00㎡/南北/1室1厅1卫/低楼层（25层）,婺城区,婺城新区,铂瑞花园北区,1室1厅1卫,40,1500,南北
整租·东方巴黎 1室1厅 南/北,婺城区-江北-东方巴黎/45.00㎡/南北/1室1厅1卫/中楼层（22层）,婺城区,江北,东方巴黎,1室1厅1卫,45,1650,南北
整租·苏桂院 2室2厅 南/北,婺城区-湖海塘-苏桂院/108.00㎡/南北/2室2厅1卫/高楼层（14层）,婺城区,湖海塘,苏桂院,2室2厅1卫,108,2600,南北
整租·东傅宅二区 1室1厅 东南/南,义乌市--东傅宅二区/45.00㎡/东南南/1室1厅1卫/低楼层（21层）,义乌市,,东傅宅二区,1室1厅1卫,45,2180,东南南
整租·拥军五区 1室0厅 东南/南,义乌市-北苑-拥军五区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,拥军五区,1室0厅1卫,30,1250,东南南
整租·意谐缤虹星城 3室2厅 南/北,婺城区-婺城新区-意谐缤虹星城/110.00㎡/南北/3室2厅1卫/高楼层（31层）,婺城区,婺城新区,意谐缤虹星城,3室2厅1卫,110,1800,南北
整租·凤凰城青年汇 2室1厅 南,婺城区-江北-凤凰城青年汇/74.50㎡/南/2室1厅2卫/中楼层（11层）,婺城区,江北,凤凰城青年汇,2室1厅2卫,74,1600,南
整租·篁园路 1室0厅 东南/南,义乌市-江东-篁园路/30.00㎡/东南南/1室0厅1卫/高楼层（4层）,义乌市,江东,篁园路,1室0厅1卫,30,1350,东南南
整租·耀江苑 3室3厅 南/北,婺城区-婺城新区-耀江苑/142.00㎡/南北/3室3厅1卫/高楼层（6层）,婺城区,婺城新区,耀江苑,3室3厅1卫,142,2300,南北
整租·紫丁花园 4室2厅 南/北,婺城区-湖海塘-紫丁花园/139.00㎡/南北/4室2厅2卫/中楼层（17层）,婺城区,湖海塘,紫丁花园,4室2厅2卫,139,4200,南北
整租·松涛苑 4室2厅 南,婺城区-江南-松涛苑/164.00㎡/南/4室2厅2卫/低楼层（11层）,婺城区,江南,松涛苑,4室2厅2卫,164,3200,南
整租·中梁首府 1室1厅 南/北,婺城区-江南-中梁首府/40.90㎡/南北/1室1厅1卫/中楼层（12层）,婺城区,江南,中梁首府,1室1厅1卫,40,2100,南北
整租·金华万达广场SOHO 2室2厅 南/北,金东区-金东区-金华万达广场SOHO/60.00㎡/南北/2室2厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,2室2厅1卫,60,1900,南北
整租·绿茵小区 2室2厅 南,婺城区-江南-绿茵小区/72.00㎡/南/2室2厅1卫/中楼层（7层）,婺城区,江南,绿茵小区,2室2厅1卫,72,1380,南
整租·城中花园 4室2厅 南/北,婺城区-江北-城中花园/120.00㎡/南北/4室2厅2卫/高楼层（7层）,婺城区,江北,城中花园,4室2厅2卫,120,2000,南北
整租·保亿湖风雅园 4室2厅 南,婺城区-湖海塘-保亿湖风雅园/108.00㎡/南/4室2厅2卫/高楼层（10层）,婺城区,湖海塘,保亿湖风雅园,4室2厅2卫,108,3000,南
整租·时代花园(婺城区) 3室2厅 南,婺城区-江北-时代花园(婺城区)/144.00㎡/南/3室2厅2卫/低楼层（18层）,婺城区,江北,时代花园(婺城区),3室2厅2卫,144,3200,南
整租·婺江印月 4室2厅 南,婺城区-江北-婺江印月/120.00㎡/南/4室2厅2卫/低楼层（26层）,婺城区,江北,婺江印月,4室2厅2卫,120,3300,南
整租·紫丁花园 2室2厅 南,婺城区-湖海塘-紫丁花园/80.00㎡/南/2室2厅1卫/高楼层（16层）,婺城区,湖海塘,紫丁花园,2室2厅1卫,80,2400,南
整租·中梁首府 2室1厅 南,婺城区-江南-中梁首府/60.00㎡/南/2室1厅1卫/高楼层（14层）,婺城区,江南,中梁首府,2室1厅1卫,60,3000,南
整租·智合院北区 3室2厅 南,婺城区-湖海塘-智合院北区/108.00㎡/南/3室2厅1卫/低楼层（18层）,婺城区,湖海塘,智合院北区,3室2厅1卫,108,3200,南
整租·金报步阳华府 3室2厅 南,金东区-金东区-金报步阳华府/89.00㎡/南/3室2厅1卫/高楼层（18层）,金东区,金东区,金报步阳华府,3室2厅1卫,89,2500,南
整租·紫丁花园 3室2厅 南,婺城区-湖海塘-紫丁花园/110.00㎡/南/3室2厅1卫/高楼层（16层）,婺城区,湖海塘,紫丁花园,3室2厅1卫,110,3400,南
整租·家和园 3室2厅 南/北,婺城区-秋滨工业区-家和园/98.00㎡/南北/3室2厅1卫/低楼层（7层）,婺城区,秋滨工业区,家和园,3室2厅1卫,98,2100,南北
整租·新都会 3室2厅 南,婺城区-江南-新都会/143.00㎡/南/3室2厅2卫/低楼层（33层）,婺城区,江南,新都会,3室2厅2卫,143,3200,南
整租·滨江悦虹湾北区 3室2厅 南,婺城区-湖海塘-滨江悦虹湾北区/97.00㎡/南/3室2厅2卫/低楼层（11层）,婺城区,湖海塘,滨江悦虹湾北区,3室2厅2卫,97,3600,南
整租·东方巴黎 2室2厅 南,婺城区-江北-东方巴黎/100.00㎡/南/2室2厅1卫/低楼层（25层）,婺城区,江北,东方巴黎,2室2厅1卫,100,2500,南
整租·新纪元香郡花园 3室2厅 南,婺城区-湖海塘-新纪元香郡花园/89.00㎡/南/3室2厅1卫/中楼层（10层）,婺城区,湖海塘,新纪元香郡花园,3室2厅1卫,89,3000,南
整租·一品大厦 2室2厅 南,婺城区-江北-一品大厦/96.00㎡/南/2室2厅1卫/低楼层（29层）,婺城区,江北,一品大厦,2室2厅1卫,96,3600,南
整租·信华花园 2室2厅 南,婺城区-江南-信华花园/60.00㎡/南/2室2厅1卫/高楼层（6层）,婺城区,江南,信华花园,2室2厅1卫,60,1600,南
整租·新都会 3室2厅 南,婺城区-江南-新都会/141.00㎡/南/3室2厅2卫/高楼层（33层）,婺城区,江南,新都会,3室2厅2卫,141,4200,南
整租·金山大厦 1室1厅 南/北,金东区-金东区-金山大厦/53.00㎡/南北/1室1厅1卫/高楼层（12层）,金东区,金东区,金山大厦,1室1厅1卫,53,1050,南北
整租·柳湖花园 3室2厅 南,婺城区-江北-柳湖花园/123.00㎡/南/3室2厅2卫/中楼层（6层）,婺城区,江北,柳湖花园,3室2厅2卫,123,2600,南
整租·红星天铂 4室2厅 南/北,婺城区-江南-红星天铂/110.00㎡/南北/4室2厅2卫/中楼层（17层）,婺城区,江南,红星天铂,4室2厅2卫,110,3800,南北
整租·金山大厦 1室1厅 北,金东区-金东区-金山大厦/45.00㎡/北/1室1厅1卫/低楼层（12层）,金东区,金东区,金山大厦,1室1厅1卫,45,1100,北
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/59.00㎡/南/1室1厅1卫/高楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,59,2000,南
整租·永盛新阳光 1室1厅 东北,婺城区-江南-永盛新阳光/62.00㎡/东北/1室1厅1卫/中楼层（17层）,婺城区,江南,永盛新阳光,1室1厅1卫,62,1700,东北
整租·南湖花园北区 3室2厅 南,婺城区-江南-南湖花园北区/156.00㎡/南/3室2厅2卫/中楼层（7层）,婺城区,江南,南湖花园北区,3室2厅2卫,156,3000,南
整租·丽晶国际小区 2室2厅 南,婺城区-江南-丽晶国际小区/89.00㎡/南/2室2厅1卫/中楼层（10层）,婺城区,江南,丽晶国际小区,2室2厅1卫,89,2500,南
整租·信华花园 2室1厅 南,婺城区-江南-信华花园/70.00㎡/南/2室1厅1卫/高楼层（6层）,婺城区,江南,信华花园,2室1厅1卫,70,2000,南
整租·奥克斯中央御府 3室2厅 南/北,婺城区-江南-奥克斯中央御府/89.00㎡/南北/3室2厅1卫/中楼层（8层）,婺城区,江南,奥克斯中央御府,3室2厅1卫,89,3200,南北
整租·金厦花园 2室2厅 南,婺城区-江南-金厦花园/89.00㎡/南/2室2厅1卫/低楼层（16层）,婺城区,江南,金厦花园,2室2厅1卫,89,1900,南
整租·新纪元公寓 2室2厅 南,婺城区-江南-新纪元公寓/53.00㎡/南/2室2厅1卫/高楼层（12层）,婺城区,江南,新纪元公寓,2室2厅1卫,53,1900,南
整租·聚佳美丽园 2室2厅 南,金东区-金东区-聚佳美丽园/89.00㎡/南/2室2厅1卫/中楼层（18层）,金东区,金东区,聚佳美丽园,2室2厅1卫,89,2000,南
整租·江南悦府 4室2厅 南,婺城区-江南-江南悦府/182.00㎡/南/4室2厅2卫/高楼层（18层）,婺城区,江南,江南悦府,4室2厅2卫,182,3900,南
整租·保集广场 1室1厅 南,婺城区-江南-保集广场/40.00㎡/南/1室1厅1卫/中楼层（16层）,婺城区,江南,保集广场,1室1厅1卫,40,1400,南
整租·信华花园 2室1厅 南,婺城区-江南-信华花园/90.00㎡/南/2室1厅1卫/低楼层（6层）,婺城区,江南,信华花园,2室1厅1卫,90,2200,南
整租·南国名城 3室1厅 南,婺城区-江南-南国名城/114.00㎡/南/3室1厅1卫/中楼层（30层）,婺城区,江南,南国名城,3室1厅1卫,114,2800,南
整租·金义颐景园 3室2厅 东/西,金东区-金义都市新区-金义颐景园/126.00㎡/东西/3室2厅2卫/中楼层（17层）,金东区,金义都市新区,金义颐景园,3室2厅2卫,126,3000,东西
整租·星汇源著花园 3室2厅 南,金东区-金东区-星汇源著花园/95.00㎡/南/3室2厅2卫/低楼层（11层）,金东区,金东区,星汇源著花园,3室2厅2卫,95,2500,南
整租·铂凯花园 3室2厅 南/北,金东区-金东区-铂凯花园/86.00㎡/南北/3室2厅2卫/中楼层（10层）,金东区,金东区,铂凯花园,3室2厅2卫,86,2200,南北
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/33.00㎡/南/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,33,1000,南
整租·当代华府 2室2厅 南,婺城区-江南-当代华府/90.00㎡/南/2室2厅1卫/高楼层（7层）,婺城区,江南,当代华府,2室2厅1卫,90,2300,南
整租·红旗小区 3室2厅 南,婺城区-江南-红旗小区/92.00㎡/南/3室2厅2卫/中楼层（7层）,婺城区,江南,红旗小区,3室2厅2卫,92,2000,南
整租·观湖蓝庭 3室2厅 南,婺城区-江南-观湖蓝庭/98.00㎡/南/3室2厅2卫/高楼层（10层）,婺城区,江南,观湖蓝庭,3室2厅2卫,98,3000,南
整租·观湖蓝庭 3室2厅 南,婺城区-江南-观湖蓝庭/98.00㎡/南/3室2厅2卫/中楼层（10层）,婺城区,江南,观湖蓝庭,3室2厅2卫,98,3000,南
整租·保集外滩 3室2厅 南/西北,金东区-金东区-保集外滩/89.00㎡/南西北/3室2厅1卫/中楼层（10层）,金东区,金东区,保集外滩,3室2厅1卫,89,2650,南西北
整租·蝶景湾御江山 4室2厅 南/北,金东区-金东区-蝶景湾御江山/136.00㎡/南北/4室2厅2卫/中楼层（7层）,金东区,金东区,蝶景湾御江山,4室2厅2卫,136,3500,南北
整租·九洲百合 2室2厅 南/北,义乌市-义乌市-九洲百合/108.00㎡/南北/2室2厅2卫/中楼层（18层）,义乌市,义乌市,九洲百合,2室2厅2卫,108,2600,南北
整租·大塘下新村一区 1室0厅 东北,义乌市-义乌市-大塘下新村一区/30.00㎡/东北/1室0厅1卫/中楼层（5层）,义乌市,义乌市,大塘下新村一区,1室0厅1卫,30,1199,东北
整租·工商城 2室2厅 南,婺城区-江南-工商城/93.40㎡/南/2室2厅1卫/低楼层（6层）,婺城区,江南,工商城,2室2厅1卫,93,1900,南
整租·迎宾花园 2室2厅 南/西北,婺城区-江北-迎宾花园/96.50㎡/南西北/2室2厅1卫/中楼层（8层）,婺城区,江北,迎宾花园,2室2厅1卫,96,1900,南西北
整租·金地艺境 4室2厅 南,金东区-金东区-金地艺境/119.00㎡/南/4室2厅2卫/高楼层（30层）,金东区,金东区,金地艺境,4室2厅2卫,119,4500,南
整租·龚大塘一区 1室1厅 南,义乌市-江东-龚大塘一区/50.00㎡/南/1室1厅1卫/中楼层（5层）,义乌市,江东,龚大塘一区,1室1厅1卫,50,1980,南
整租·金华万达广场SOHO 1室1厅 北,金东区-金东区-金华万达广场SOHO/49.00㎡/北/1室1厅1卫/高楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,49,1500,北
整租·东方巴黎 1室1厅 南/北,婺城区-江北-东方巴黎/53.12㎡/南北/1室1厅1卫/高楼层（22层）,婺城区,江北,东方巴黎,1室1厅1卫,53,1500,南北
整租·龙庭一品 5室3厅 南/北,金东区-金义都市新区-龙庭一品/258.00㎡/南北/5室3厅4卫/高楼层（3层）,金东区,金义都市新区,龙庭一品,5室3厅4卫,258,2500,南北
整租·金茂大厦 1室1厅 南,婺城区-江北-金茂大厦/42.00㎡/南/1室1厅1卫/低楼层（32层）,婺城区,江北,金茂大厦,1室1厅1卫,42,1500,南
整租·金地峰汇 3室2厅 南,婺城区-湖海塘-金地峰汇/108.00㎡/南/3室2厅2卫/低楼层（17层）,婺城区,湖海塘,金地峰汇,3室2厅2卫,108,3500,南
整租·绿城海棠花园 3室2厅 南,婺城区-湖海塘-绿城海棠花园/151.00㎡/南/3室2厅2卫/中楼层（25层）,婺城区,湖海塘,绿城海棠花园,3室2厅2卫,151,5100,南
整租·苏桂院 2室1厅 南/北,婺城区-湖海塘-苏桂院/78.00㎡/南北/2室1厅2卫/高楼层（18层）,婺城区,湖海塘,苏桂院,2室1厅2卫,78,2500,南北
整租·金都美地 2室2厅 南,金东区-金东区-金都美地/110.00㎡/南/2室2厅1卫/中楼层（24层）,金东区,金东区,金都美地,2室2厅1卫,110,3000,南
整租·东方巴黎 2室2厅 南,婺城区-江北-东方巴黎/120.00㎡/南/2室2厅1卫/高楼层（25层）,婺城区,江北,东方巴黎,2室2厅1卫,120,2300,南
整租·丽泽花园 4室2厅 南,婺城区-江北-丽泽花园/146.00㎡/南/4室2厅2卫/高楼层（17层）,婺城区,江北,丽泽花园,4室2厅2卫,146,3200,南
整租·时代花园(婺城区) 3室2厅 南/北,婺城区-江北-时代花园(婺城区)/137.00㎡/南北/3室2厅2卫/中楼层（24层）,婺城区,江北,时代花园(婺城区),3室2厅2卫,137,3100,南北
整租·保利·天汇 3室2厅 南,婺城区-江北-保利·天汇/105.00㎡/南/3室2厅2卫/低楼层（18层）,婺城区,江北,保利·天汇,3室2厅2卫,105,3999,南
整租·金山华庭 4室2厅 东南,金东区-金东区-金山华庭/120.00㎡/东南/4室2厅2卫/中楼层（31层）,金东区,金东区,金山华庭,4室2厅2卫,120,900,东南
整租·美的金宸府 3室2厅 南,婺城区-江北-美的金宸府/110.00㎡/南/3室2厅2卫/高楼层（18层）,婺城区,江北,美的金宸府,3室2厅2卫,110,4800,南
整租·拥军一区 1室0厅 西南,义乌市-北苑-拥军一区/42.00㎡/西南/1室0厅1卫/中楼层（4层）,义乌市,北苑,拥军一区,1室0厅1卫,42,1550,西南
整租·时代花园(婺城区) 4室2厅 南,婺城区-江北-时代花园(婺城区)/165.00㎡/南/4室2厅2卫/中楼层（16层）,婺城区,江北,时代花园(婺城区),4室2厅2卫,165,8000,南
整租·保利·天汇 4室2厅 南,婺城区-江北-保利·天汇/120.00㎡/南/4室2厅2卫/高楼层（18层）,婺城区,江北,保利·天汇,4室2厅2卫,120,5500,南
整租·北苑小区(婺城区) 3室2厅 南/北,婺城区-江北-北苑小区(婺城区)/95.00㎡/南北/3室2厅1卫/中楼层（5层）,婺城区,江北,北苑小区(婺城区),3室2厅1卫,95,1900,南北
整租·兰桂院A区 3室2厅 南/北,婺城区-湖海塘-兰桂院A区/140.00㎡/南北/3室2厅2卫/低楼层（18层）,婺城区,湖海塘,兰桂院A区,3室2厅2卫,140,3200,南北
整租·桂花城酒店公寓 1室1厅 南,婺城区-江南-桂花城酒店公寓/40.00㎡/南/1室1厅1卫/中楼层（11层）,婺城区,江南,桂花城酒店公寓,1室1厅1卫,40,1300,南
整租·兰桂院A区 2室2厅 南,婺城区-湖海塘-兰桂院A区/98.00㎡/南/2室2厅1卫/中楼层（11层）,婺城区,湖海塘,兰桂院A区,2室2厅1卫,98,2400,南
整租·满庭芳 2室2厅 南,婺城区-江南-满庭芳/87.00㎡/南/2室2厅1卫/低楼层（6层）,婺城区,江南,满庭芳,2室2厅1卫,87,2400,南
整租·湖塘月色 3室2厅 南/北,婺城区-湖海塘-湖塘月色/107.00㎡/南北/3室2厅2卫/高楼层（16层）,婺城区,湖海塘,湖塘月色,3室2厅2卫,107,3200,南北
整租·金厦银湖城 1室1厅 南,婺城区-婺城新区-金厦银湖城/43.00㎡/南/1室1厅1卫/低楼层（18层）,婺城区,婺城新区,金厦银湖城,1室1厅1卫,43,1500,南
整租·金报步阳华府 3室2厅 南,金东区-金东区-金报步阳华府/89.00㎡/南/3室2厅1卫/高楼层（18层）,金东区,金东区,金报步阳华府,3室2厅1卫,89,3500,南
整租·星城嘉园 3室2厅 南/北,义乌市-稠城-星城嘉园/89.00㎡/南北/3室2厅2卫/中楼层（15层）,义乌市,稠城,星城嘉园,3室2厅2卫,89,4000,南北
